GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,Contributors,Age
UKPLab/sentence-transformers,Y,2140,162,7909,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/UKPLab/sentence-transformers/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity but not very stable,"The project maintainers respond to issues, as evidenced by https://github.com/UKPLab/sentence-transformers/issues/282 and https://github.com/UKPLab/sentence-transformers/issues/239 but a lot issues left open",https://github.com/TheAlgorithms/Python/blob/master/LICENSE.md is provided.,There are many files related to testing,107,1521
Unity-Technologies/ml-agents,Y,8902,2340,19078,The source code of this project has been organised into different modules in a way that shows the relationship between different files but quite messy,https://github.com/Unity-Technologies/ml-agents/graphs/contributors shows that there are multiple contributors,The project uses Circle CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/Unity-Technologies/ml-agents/issues/4141 and https://github.com/Unity-Technologies/ml-agents/issues/4112",https://github.com/Unity-Technologies/ml-agents/blob/master/LICENSE is provided.,There are files related to testing,139,2204
urduhack/urduhack,Y,158,112,5675,The source code of this project has been organised into different modules in a way that shows the relationship between different files. https://github.com/tensorflow/privacy/tree/master/tensorflow_privacy/privacy,"2 has significantly more commits than others, but 6 contributers",Travis used,Documentation provided,"Recent, Commit activity not negligible",all closed,License provided,X 2,7,1708
vaexio/vaex,Y,4393,2709,52535,Organised but not in modules,"1 has significantly more commits than others, but 23 contributers",Travis used,Documentation provided,Commit activity not negligible,154 open < 291 closed,License provided,There are many files related to testing. https://github.com/tensorflow/io/tree/master/tests,63,3282
vanvalenlab/deepcell-tf,Y,111,245,21660,Organised but not in modules,"1 has significantly more commits than others, but 12 contributers",Travis used,Documentation provided,"Recent, Commit activity not negligible",29 open << 120 closed,License provided,X Doesn't seem to have unit test,21,1953
VertaAI/modeldb,Y,952,1552,77803,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/VertaAI/modeldb/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/VertaAI/modeldb/issues/564 and https://github.com/VertaAI/modeldb/issues/259 but a lot issues left open",https://github.com/VertaAI/modeldb/blob/master/DEPLOY.md is provided.,There are many files related to testing,50,2528
vita-epfl/openpifpaf,Y,508,808,9325,Organised but not in modules,"1 has significantly more commits than others, 3 contributers",Travis used,Documentation provided,Commit activity not negligible,7 open << 113 closed,License provided,A number,10,778
wandb/client,Y,2063,2815,142242,The source code of this project has been organised into different modules,about 11 active contributors,CircleCI used,Documentation provided,"Recent, Commit activity not negligible",207 open < 354 closed,License provided,There are many files related to testing. https://github.com/tensorflow/io/tree/master/tests,140,2373
XanaduAI/pennylane,Y,495,1548,54001,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/XanaduAI/pennylane/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/XanaduAI/pennylane/issues/661 and https://github.com/XanaduAI/pennylane/issues/533",https://github.com/XanaduAI/pennylane/blob/master/LICENSE is provided.,There are many files related to testing,138,1983
XanaduAI/strawberryfields,Y,378,986,25362,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/XanaduAI/strawberryfields/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/XanaduAI/strawberryfields/issues/304 and https://github.com/XanaduAI/strawberryfields/issues/369",https://github.com/XanaduAI/pennylane/blob/master/LICENSE is provided.,There are many files related to testing,42,2005
